Date,CNYUSD,Date,JPYUSD,Date,EURUSD,Date,GBPUSD
11/9/2017,0.153123,11/9/2017,0.0091412,11/9/2017,1.19527,11/9/2017,1.31633
12/9/2017,0.153156,12/9/2017,0.0090773,12/9/2017,1.19665,12/9/2017,1.32833
13/9/2017,0.152772,13/9/2017,0.0090508,13/9/2017,1.18854,13/9/2017,1.32107
14/9/2017,0.152842,14/9/2017,0.0090714,14/9/2017,1.19186,14/9/2017,1.33986
15/9/2017,0.152847,15/9/2017,0.0090226,15/9/2017,1.19452,15/9/2017,1.35945
18/9/2017,0.152316,18/9/2017,0.0089632,18/9/2017,1.1954,18/9/2017,1.34952
19/9/2017,0.152267,19/9/2017,0.0089608,19/9/2017,1.19943,19/9/2017,1.3503
20/9/2017,0.152022,20/9/2017,0.0089129,20/9/2017,1.18925,20/9/2017,1.34945
21/9/2017,0.152367,21/9/2017,0.008891,21/9/2017,1.19414,21/9/2017,1.35805
22/9/2017,0.15186,22/9/2017,0.0089292,22/9/2017,1.19508,22/9/2017,1.35036
25/9/2017,0.151229,25/9/2017,0.0089505,25/9/2017,1.18484,25/9/2017,1.34665
26/9/2017,0.150873,26/9/2017,0.0089095,26/9/2017,1.17932,26/9/2017,1.34582
27/9/2017,0.150625,27/9/2017,0.0088608,27/9/2017,1.17516,27/9/2017,1.34229
