Date,CNYUSD,Date,JPYUSD,Date,EURUSD,Date,GBPUSD
6/7/2015,0.161067,6/7/2015,0.0081588,6/7/2015,1.10561,6/7/2015,1.5605
7/7/2015,0.161301,7/7/2015,0.0081611,7/7/2015,1.10114,7/7/2015,1.54615
8/7/2015,0.161064,8/7/2015,0.0082847,8/7/2015,1.10765,8/7/2015,1.5361
9/7/2015,0.160981,9/7/2015,0.0082416,9/7/2015,1.10364,9/7/2015,1.53803
10/7/2015,0.160992,10/7/2015,0.0081435,10/7/2015,1.11616,10/7/2015,1.5517
13/7/2015,0.161101,13/7/2015,0.0081013,13/7/2015,1.10023,13/7/2015,1.54868
14/7/2015,0.161046,14/7/2015,0.0081049,14/7/2015,1.1009,14/7/2015,1.56361
15/7/2015,0.16106,15/7/2015,0.0080779,15/7/2015,1.09495,15/7/2015,1.56394
16/7/2015,0.160989,16/7/2015,0.008055,16/7/2015,1.08751,16/7/2015,1.5609
17/7/2015,0.161005,17/7/2015,0.0080606,17/7/2015,1.08295,17/7/2015,1.56003
20/7/2015,0.160997,20/7/2015,0.0080469,20/7/2015,1.08252,20/7/2015,1.5564
21/7/2015,0.160999,21/7/2015,0.0080712,21/7/2015,1.09351,21/7/2015,1.55569
22/7/2015,0.161082,22/7/2015,0.0080667,22/7/2015,1.09289,22/7/2015,1.56129
23/7/2015,0.160942,23/7/2015,0.0080706,23/7/2015,1.09845,23/7/2015,1.55135
24/7/2015,0.16107,24/7/2015,0.0080767,24/7/2015,1.0984,24/7/2015,1.55081
27/7/2015,0.161059,27/7/2015,0.0081137,27/7/2015,1.10878,27/7/2015,1.5559
28/7/2015,0.161059,28/7/2015,0.0080935,28/7/2015,1.10599,28/7/2015,1.56125
29/7/2015,0.161298,29/7/2015,0.0080679,29/7/2015,1.09836,29/7/2015,1.56019
30/7/2015,0.161041,30/7/2015,0.0080552,30/7/2015,1.09324,30/7/2015,1.56019
31/7/2015,0.16109,31/7/2015,0.0080733,31/7/2015,1.0984,31/7/2015,1.56224
3/8/2015,0.161046,3/8/2015,0.0080622,3/8/2015,1.09501,3/8/2015,1.55865
4/8/2015,0.160971,4/8/2015,0.00804,4/8/2015,1.08813,4/8/2015,1.55635
5/8/2015,0.161002,5/8/2015,0.0080084,5/8/2015,1.09059,5/8/2015,1.56029
6/8/2015,0.161029,6/8/2015,0.008017,6/8/2015,1.0925,6/8/2015,1.55121
7/8/2015,0.161059,7/8/2015,0.0080495,7/8/2015,1.09665,7/8/2015,1.5491
10/8/2015,0.16102,10/8/2015,0.0080239,10/8/2015,1.1019,10/8/2015,1.55923
11/8/2015,0.15809,11/8/2015,0.0079928,11/8/2015,1.10421,11/8/2015,1.55721
12/8/2015,0.15659,12/8/2015,0.0080508,12/8/2015,1.11589,12/8/2015,1.56125
13/8/2015,0.156262,13/8/2015,0.008037,13/8/2015,1.11497,13/8/2015,1.56109
14/8/2015,0.156477,14/8/2015,0.0080436,14/8/2015,1.11093,14/8/2015,1.56415
17/8/2015,0.156345,17/8/2015,0.0080393,17/8/2015,1.10777,17/8/2015,1.55863
18/8/2015,0.156402,18/8/2015,0.0080384,18/8/2015,1.10237,18/8/2015,1.56608
19/8/2015,0.156306,19/8/2015,0.0080775,19/8/2015,1.11201,19/8/2015,1.56799
20/8/2015,0.156544,20/8/2015,0.0081029,20/8/2015,1.12415,20/8/2015,1.56896
21/8/2015,0.156568,21/8/2015,0.008193,21/8/2015,1.1386,21/8/2015,1.56945
24/8/2015,0.156152,24/8/2015,0.0084445,24/8/2015,1.16194,24/8/2015,1.57756
25/8/2015,0.155945,25/8/2015,0.0084121,25/8/2015,1.1517,25/8/2015,1.56874
26/8/2015,0.155967,26/8/2015,0.0083378,26/8/2015,1.13142,26/8/2015,1.54632
27/8/2015,0.156157,27/8/2015,0.0082624,27/8/2015,1.1246,27/8/2015,1.54027
28/8/2015,0.156563,28/8/2015,0.0082162,28/8/2015,1.11852,28/8/2015,1.5391
31/8/2015,0.156841,31/8/2015,0.008249,31/8/2015,1.12109,31/8/2015,1.53447
1/9/2015,0.157134,1/9/2015,0.0083774,1/9/2015,1.13146,1/9/2015,1.5304
2/9/2015,0.157339,2/9/2015,0.0083103,2/9/2015,1.12271,2/9/2015,1.52989
3/9/2015,0.157334,3/9/2015,0.0083291,3/9/2015,1.11235,3/9/2015,1.52575
4/9/2015,0.156983,4/9/2015,0.0084014,4/9/2015,1.11491,4/9/2015,1.517
7/9/2015,0.157015,7/9/2015,0.008384,7/9/2015,1.11701,7/9/2015,1.52765
8/9/2015,0.157052,8/9/2015,0.0083461,8/9/2015,1.12026,8/9/2015,1.53959
9/9/2015,0.156804,9/9/2015,0.0082966,9/9/2015,1.1207,9/9/2015,1.5368
10/9/2015,0.156563,10/9/2015,0.0082902,10/9/2015,1.12799,10/9/2015,1.54449
11/9/2015,0.15688,11/9/2015,0.008293,11/9/2015,1.13376,11/9/2015,1.54291
14/9/2015,0.157018,14/9/2015,0.0083172,14/9/2015,1.13167,14/9/2015,1.5427
15/9/2015,0.157008,15/9/2015,0.0083042,15/9/2015,1.12694,15/9/2015,1.53436
16/9/2015,0.156949,16/9/2015,0.0082943,16/9/2015,1.12902,16/9/2015,1.54925
17/9/2015,0.157089,17/9/2015,0.0083331,17/9/2015,1.14351,17/9/2015,1.55905
18/9/2015,0.157136,18/9/2015,0.0083353,18/9/2015,1.1298,18/9/2015,1.5536
21/9/2015,0.156959,21/9/2015,0.0082947,21/9/2015,1.11896,21/9/2015,1.55073
22/9/2015,0.156887,22/9/2015,0.008323,22/9/2015,1.11202,22/9/2015,1.53655
23/9/2015,0.156649,23/9/2015,0.0083143,23/9/2015,1.11859,23/9/2015,1.5245
24/9/2015,0.15673,24/9/2015,0.0083277,24/9/2015,1.12297,24/9/2015,1.52421
25/9/2015,0.156853,25/9/2015,0.0082926,25/9/2015,1.11946,25/9/2015,1.518
28/9/2015,0.157087,28/9/2015,0.0083388,28/9/2015,1.12444,28/9/2015,1.51738
29/9/2015,0.157183,29/9/2015,0.0083515,29/9/2015,1.12488,29/9/2015,1.51506
30/9/2015,0.157316,30/9/2015,0.0083417,30/9/2015,1.11765,30/9/2015,1.51283
1/10/2015,0.157327,1/10/2015,0.0083383,1/10/2015,1.11951,1/10/2015,1.51305
2/10/2015,0.157292,2/10/2015,0.0083392,2/10/2015,1.12161,2/10/2015,1.51845
5/10/2015,0.157369,5/10/2015,0.0083015,5/10/2015,1.11881,5/10/2015,1.51457
6/10/2015,0.157282,6/10/2015,0.0083177,6/10/2015,1.1272,6/10/2015,1.52266
7/10/2015,0.157324,7/10/2015,0.0083324,7/10/2015,1.12374,7/10/2015,1.53185
8/10/2015,0.157411,8/10/2015,0.0083379,8/10/2015,1.1276,8/10/2015,1.53475
9/10/2015,0.157612,9/10/2015,0.0083164,9/10/2015,1.13583,9/10/2015,1.53218
12/10/2015,0.158163,12/10/2015,0.008331,12/10/2015,1.13584,12/10/2015,1.53479
13/10/2015,0.157659,13/10/2015,0.0083513,13/10/2015,1.13791,13/10/2015,1.52482
14/10/2015,0.157552,14/10/2015,0.0084153,14/10/2015,1.14738,14/10/2015,1.54775
15/10/2015,0.157567,15/10/2015,0.0084111,15/10/2015,1.13865,15/10/2015,1.54594
16/10/2015,0.157408,16/10/2015,0.008371,16/10/2015,1.13478,16/10/2015,1.54381
19/10/2015,0.157255,19/10/2015,0.0083679,19/10/2015,1.13271,19/10/2015,1.5465
20/10/2015,0.157535,20/10/2015,0.0083444,20/10/2015,1.13457,20/10/2015,1.54441
21/10/2015,0.157483,21/10/2015,0.0083384,21/10/2015,1.1339,21/10/2015,1.54174
22/10/2015,0.157327,22/10/2015,0.0082855,22/10/2015,1.11085,22/10/2015,1.5394
23/10/2015,0.157391,23/10/2015,0.0082331,23/10/2015,1.10178,23/10/2015,1.5314
26/10/2015,0.157351,26/10/2015,0.0082579,26/10/2015,1.1058,26/10/2015,1.53524
27/10/2015,0.157399,27/10/2015,0.0083016,27/10/2015,1.10505,27/10/2015,1.53
28/10/2015,0.157198,28/10/2015,0.0082582,28/10/2015,1.09232,28/10/2015,1.52626
29/10/2015,0.157369,29/10/2015,0.0082562,29/10/2015,1.09773,29/10/2015,1.53103
30/10/2015,0.158326,30/10/2015,0.0082907,30/10/2015,1.1006,30/10/2015,1.54281
2/11/2015,0.157846,2/11/2015,0.0082809,2/11/2015,1.10157,2/11/2015,1.54171
3/11/2015,0.157791,3/11/2015,0.0082598,3/11/2015,1.09644,3/11/2015,1.54212
4/11/2015,0.157841,4/11/2015,0.0082268,4/11/2015,1.08657,4/11/2015,1.53858
5/11/2015,0.157604,5/11/2015,0.0082135,5/11/2015,1.08837,5/11/2015,1.5208
6/11/2015,0.157463,6/11/2015,0.0081214,6/11/2015,1.07405,6/11/2015,1.50531
9/11/2015,0.157146,9/11/2015,0.0081186,9/11/2015,1.07515,9/11/2015,1.51151
10/11/2015,0.157168,10/11/2015,0.0081201,10/11/2015,1.07245,10/11/2015,1.51188
11/11/2015,0.157013,11/11/2015,0.0081394,11/11/2015,1.07432,11/11/2015,1.52129
12/11/2015,0.157013,12/11/2015,0.0081557,12/11/2015,1.08138,12/11/2015,1.52331
13/11/2015,0.156892,13/11/2015,0.0081556,13/11/2015,1.07725,13/11/2015,1.5237
16/11/2015,0.156954,16/11/2015,0.0081185,16/11/2015,1.06864,16/11/2015,1.52027
17/11/2015,0.156752,17/11/2015,0.0081006,17/11/2015,1.06423,17/11/2015,1.52129
18/11/2015,0.156617,18/11/2015,0.0080878,18/11/2015,1.06595,18/11/2015,1.52367
19/11/2015,0.156688,19/11/2015,0.0081389,19/11/2015,1.07343,19/11/2015,1.52914
20/11/2015,0.156531,20/11/2015,0.0081445,20/11/2015,1.0646,20/11/2015,1.51906
23/11/2015,0.156588,23/11/2015,0.0081411,23/11/2015,1.06365,23/11/2015,1.51243
24/11/2015,0.156517,24/11/2015,0.0081609,24/11/2015,1.06432,24/11/2015,1.50835
25/11/2015,0.156556,25/11/2015,0.0081496,25/11/2015,1.06245,25/11/2015,1.51293
26/11/2015,0.156507,26/11/2015,0.0081583,26/11/2015,1.06105,26/11/2015,1.51019
27/11/2015,0.156338,27/11/2015,0.0081447,27/11/2015,1.05929,27/11/2015,1.50355
30/11/2015,0.156321,30/11/2015,0.0081226,30/11/2015,1.05648,30/11/2015,1.5056
1/12/2015,0.156367,1/12/2015,0.008138,1/12/2015,1.06326,1/12/2015,1.50816
2/12/2015,0.156321,2/12/2015,0.0081141,2/12/2015,1.06146,2/12/2015,1.49515
3/12/2015,0.156566,3/12/2015,0.0081561,3/12/2015,1.09398,3/12/2015,1.51445
4/12/2015,0.156233,4/12/2015,0.0081233,4/12/2015,1.0881,4/12/2015,1.5112
7/12/2015,0.156028,7/12/2015,0.0081056,7/12/2015,1.08375,7/12/2015,1.50555
8/12/2015,0.155829,8/12/2015,0.0081344,8/12/2015,1.08921,8/12/2015,1.50085
9/12/2015,0.155543,9/12/2015,0.0082344,9/12/2015,1.1025,9/12/2015,1.5181
10/12/2015,0.155299,10/12/2015,0.0082257,10/12/2015,1.09411,10/12/2015,1.51605
11/12/2015,0.154899,11/12/2015,0.0082635,11/12/2015,1.09861,11/12/2015,1.52135
14/12/2015,0.154873,14/12/2015,0.0082629,14/12/2015,1.09921,14/12/2015,1.51423
15/12/2015,0.154555,15/12/2015,0.0082188,15/12/2015,1.09305,15/12/2015,1.50385
16/12/2015,0.154443,16/12/2015,0.0081829,16/12/2015,1.09121,16/12/2015,1.50035
17/12/2015,0.154193,17/12/2015,0.0081595,17/12/2015,1.08261,17/12/2015,1.49012
18/12/2015,0.154257,18/12/2015,0.0082538,18/12/2015,1.08677,18/12/2015,1.48949
21/12/2015,0.154311,21/12/2015,0.0082513,21/12/2015,1.09147,21/12/2015,1.48853
22/12/2015,0.154414,22/12/2015,0.0082599,22/12/2015,1.09566,22/12/2015,1.48278
23/12/2015,0.154352,23/12/2015,0.0082699,23/12/2015,1.09117,23/12/2015,1.48706
24/12/2015,0.154332,24/12/2015,0.008303,24/12/2015,1.09635,24/12/2015,1.49095
25/12/2015,0.154734,25/12/2015,0.0083142,25/12/2015,1.09595,25/12/2015,1.49129
28/12/2015,0.154119,28/12/2015,0.0083056,28/12/2015,1.09678,28/12/2015,1.48795
29/12/2015,0.154209,29/12/2015,0.0083016,29/12/2015,1.09199,29/12/2015,1.48175
30/12/2015,0.154076,30/12/2015,0.0082965,30/12/2015,1.09325,30/12/2015,1.4816
31/12/2015,0.154,31/12/2015,0.0083159,31/12/2015,1.08625,31/12/2015,1.4736
1/1/2016,0.15401,1/1/2016,0.0083108,1/1/2016,1.08565,1/1/2016,1.47459
4/1/2016,0.152957,4/1/2016,0.0083719,4/1/2016,1.08313,4/1/2016,1.4716
5/1/2016,0.153229,5/1/2016,0.0083995,5/1/2016,1.0748,5/1/2016,1.46753
6/1/2016,0.152463,6/1/2016,0.0084402,6/1/2016,1.07812,6/1/2016,1.46302
7/1/2016,0.15166,7/1/2016,0.0084982,7/1/2016,1.0932,7/1/2016,1.46175
8/1/2016,0.151667,8/1/2016,0.0085285,8/1/2016,1.09224,8/1/2016,1.45165
11/1/2016,0.152284,11/1/2016,0.0084921,11/1/2016,1.08593,11/1/2016,1.4543
12/1/2016,0.152169,12/1/2016,0.0085,12/1/2016,1.08578,12/1/2016,1.4448
13/1/2016,0.152052,13/1/2016,0.0084981,13/1/2016,1.08771,13/1/2016,1.44067
14/1/2016,0.151715,14/1/2016,0.0084706,14/1/2016,1.08652,14/1/2016,1.44128
15/1/2016,0.15189,15/1/2016,0.0085462,15/1/2016,1.09155,15/1/2016,1.42577
18/1/2016,0.152024,18/1/2016,0.0085214,18/1/2016,1.08922,18/1/2016,1.42434
19/1/2016,0.151941,19/1/2016,0.0085006,19/1/2016,1.09075,19/1/2016,1.41577
20/1/2016,0.151883,20/1/2016,0.0085508,20/1/2016,1.08902,20/1/2016,1.41916
21/1/2016,0.151948,21/1/2016,0.0084955,21/1/2016,1.08744,21/1/2016,1.42213
22/1/2016,0.15201,22/1/2016,0.0084186,22/1/2016,1.07965,22/1/2016,1.4265
25/1/2016,0.151941,25/1/2016,0.0084534,25/1/2016,1.08495,25/1/2016,1.42485
26/1/2016,0.151985,26/1/2016,0.0084446,26/1/2016,1.08704,26/1/2016,1.43501
27/1/2016,0.152022,27/1/2016,0.008426,27/1/2016,1.08932,27/1/2016,1.42335
28/1/2016,0.152084,28/1/2016,0.008416,28/1/2016,1.09398,28/1/2016,1.43615
29/1/2016,0.152091,29/1/2016,0.0082556,29/1/2016,1.08305,29/1/2016,1.42441
1/2/2016,0.152013,1/2/2016,0.0082648,1/2/2016,1.08882,1/2/2016,1.44334
2/2/2016,0.151856,2/2/2016,0.0083356,2/2/2016,1.09193,2/2/2016,1.44104
3/2/2016,0.152045,3/2/2016,0.0084826,3/2/2016,1.11045,3/2/2016,1.46034
4/2/2016,0.152297,4/2/2016,0.0085633,4/2/2016,1.12085,4/2/2016,1.45894
5/2/2016,0.152133,5/2/2016,0.0085587,5/2/2016,1.11585,5/2/2016,1.45025
8/2/2016,0.15211,8/2/2016,0.0086322,8/2/2016,1.11931,8/2/2016,1.44325
9/2/2016,0.152107,9/2/2016,0.008687,9/2/2016,1.12933,9/2/2016,1.44725
10/2/2016,0.152101,10/2/2016,0.0088222,10/2/2016,1.1292,10/2/2016,1.45223
11/2/2016,0.152073,11/2/2016,0.0088963,11/2/2016,1.13235,11/2/2016,1.44774
12/2/2016,0.152131,12/2/2016,0.0088312,12/2/2016,1.12556,12/2/2016,1.45025
15/2/2016,0.153858,15/2/2016,0.0087262,15/2/2016,1.11555,15/2/2016,1.4435
16/2/2016,0.153428,16/2/2016,0.0087659,16/2/2016,1.1144,16/2/2016,1.43056
17/2/2016,0.153276,17/2/2016,0.0087651,17/2/2016,1.11278,17/2/2016,1.42936
18/2/2016,0.153475,18/2/2016,0.0088288,18/2/2016,1.11067,18/2/2016,1.4337
19/2/2016,0.153353,19/2/2016,0.0088794,19/2/2016,1.11296,19/2/2016,1.44058
22/2/2016,0.15329,22/2/2016,0.0088561,22/2/2016,1.10295,22/2/2016,1.41502
23/2/2016,0.153222,23/2/2016,0.0089203,23/2/2016,1.10196,23/2/2016,1.40223
24/2/2016,0.15317,24/2/2016,0.0089145,24/2/2016,1.10135,24/2/2016,1.3927
25/2/2016,0.152964,25/2/2016,0.0088509,25/2/2016,1.10181,25/2/2016,1.39619
26/2/2016,0.152847,26/2/2016,0.0087728,26/2/2016,1.0934,26/2/2016,1.38709
29/2/2016,0.152579,29/2/2016,0.008874,29/2/2016,1.08727,29/2/2016,1.39166
1/3/2016,0.152623,1/3/2016,0.008772,1/3/2016,1.08677,1/3/2016,1.39523
2/3/2016,0.152648,2/3/2016,0.0088126,2/3/2016,1.08682,2/3/2016,1.40783
3/3/2016,0.153066,3/3/2016,0.0087954,3/3/2016,1.0957,3/3/2016,1.41781
4/3/2016,0.153782,4/3/2016,0.0087901,4/3/2016,1.1005,4/3/2016,1.42291
7/3/2016,0.153532,7/3/2016,0.0088145,7/3/2016,1.10138,7/3/2016,1.42654
8/3/2016,0.153756,8/3/2016,0.0088791,8/3/2016,1.10109,8/3/2016,1.42154
9/3/2016,0.153539,9/3/2016,0.0088238,9/3/2016,1.09994,9/3/2016,1.42165
10/3/2016,0.153643,10/3/2016,0.008833,10/3/2016,1.11775,10/3/2016,1.42805
11/3/2016,0.153969,11/3/2016,0.008785,11/3/2016,1.11562,11/3/2016,1.43822
14/3/2016,0.153846,14/3/2016,0.0087862,14/3/2016,1.1103,14/3/2016,1.4302
15/3/2016,0.153524,15/3/2016,0.0088358,15/3/2016,1.11088,15/3/2016,1.41513
16/3/2016,0.153327,16/3/2016,0.0088835,16/3/2016,1.12245,16/3/2016,1.42592
17/3/2016,0.15444,17/3/2016,0.0089763,17/3/2016,1.13183,17/3/2016,1.44815
18/3/2016,0.154521,18/3/2016,0.0089648,18/3/2016,1.12698,18/3/2016,1.4476
21/3/2016,0.154189,21/3/2016,0.0089326,21/3/2016,1.12411,21/3/2016,1.43689
22/3/2016,0.154059,22/3/2016,0.0089001,22/3/2016,1.12171,22/3/2016,1.42076
23/3/2016,0.153683,23/3/2016,0.0088984,23/3/2016,1.11811,23/3/2016,1.4117
24/3/2016,0.153473,24/3/2016,0.0088572,24/3/2016,1.11745,24/3/2016,1.4153
25/3/2016,0.153365,25/3/2016,0.0088427,25/3/2016,1.11675,25/3/2016,1.41324
28/3/2016,0.154102,28/3/2016,0.0088151,28/3/2016,1.11961,28/3/2016,1.42544
29/3/2016,0.153917,29/3/2016,0.0088732,29/3/2016,1.12907,29/3/2016,1.43845
30/3/2016,0.154629,30/3/2016,0.0088938,30/3/2016,1.13378,30/3/2016,1.43785
31/3/2016,0.155057,31/3/2016,0.0088828,31/3/2016,1.13801,31/3/2016,1.43605
1/4/2016,0.154354,1/4/2016,0.0089564,1/4/2016,1.13905,1/4/2016,1.42265
4/4/2016,0.154288,4/4/2016,0.0089824,4/4/2016,1.13905,4/4/2016,1.42635
5/4/2016,0.154381,5/4/2016,0.009063,5/4/2016,1.13844,5/4/2016,1.41606
6/4/2016,0.154414,6/4/2016,0.0091079,6/4/2016,1.13993,6/4/2016,1.41227
7/4/2016,0.154679,7/4/2016,0.0092411,7/4/2016,1.1378,7/4/2016,1.40564
8/4/2016,0.15462,8/4/2016,0.0092538,8/4/2016,1.13985,8/4/2016,1.4128
11/4/2016,0.15484,11/4/2016,0.0092638,11/4/2016,1.1408,11/4/2016,1.42395
12/4/2016,0.154721,12/4/2016,0.0092127,12/4/2016,1.13859,12/4/2016,1.42745
13/4/2016,0.154447,13/4/2016,0.0091465,13/4/2016,1.12742,13/4/2016,1.42045
14/4/2016,0.154269,14/4/2016,0.0091405,14/4/2016,1.1268,14/4/2016,1.4155
15/4/2016,0.154366,15/4/2016,0.0091947,15/4/2016,1.12835,15/4/2016,1.42024
18/4/2016,0.154403,18/4/2016,0.0091894,18/4/2016,1.13134,18/4/2016,1.42781
19/4/2016,0.154816,19/4/2016,0.0091559,19/4/2016,1.13578,19/4/2016,1.43982
20/4/2016,0.154582,20/4/2016,0.0091038,20/4/2016,1.12968,20/4/2016,1.43324
21/4/2016,0.154273,21/4/2016,0.0091352,21/4/2016,1.12875,21/4/2016,1.43229
22/4/2016,0.153687,22/4/2016,0.0089469,22/4/2016,1.12218,22/4/2016,1.44033
25/4/2016,0.154112,25/4/2016,0.0089928,25/4/2016,1.1268,25/4/2016,1.44825
26/4/2016,0.154064,26/4/2016,0.0089842,26/4/2016,1.12975,26/4/2016,1.45816
27/4/2016,0.153858,27/4/2016,0.0089716,27/4/2016,1.1322,27/4/2016,1.4543
28/4/2016,0.154366,28/4/2016,0.0092498,28/4/2016,1.1352,28/4/2016,1.46088
29/4/2016,0.154404,29/4/2016,0.0094044,29/4/2016,1.14508,29/4/2016,1.4612
2/5/2016,0.154462,2/5/2016,0.0093976,2/5/2016,1.15338,2/5/2016,1.4673
3/5/2016,0.154041,3/5/2016,0.0093816,3/5/2016,1.14965,3/5/2016,1.4535
4/5/2016,0.153929,4/5/2016,0.0093443,4/5/2016,1.14872,4/5/2016,1.4496
5/5/2016,0.153567,5/5/2016,0.0093235,5/5/2016,1.14052,5/5/2016,1.44852
6/5/2016,0.153922,6/5/2016,0.0093355,6/5/2016,1.14045,6/5/2016,1.44265
9/5/2016,0.153444,9/5/2016,0.0092313,9/5/2016,1.13832,9/5/2016,1.44074
10/5/2016,0.153443,10/5/2016,0.0091518,10/5/2016,1.13724,10/5/2016,1.44421
11/5/2016,0.154076,11/5/2016,0.0092234,11/5/2016,1.14264,11/5/2016,1.44476
12/5/2016,0.15341,12/5/2016,0.0091735,12/5/2016,1.13766,12/5/2016,1.44505
13/5/2016,0.153095,13/5/2016,0.0092048,13/5/2016,1.1309,13/5/2016,1.43649
16/5/2016,0.1534,16/5/2016,0.0091723,16/5/2016,1.13205,16/5/2016,1.44015
17/5/2016,0.153365,17/5/2016,0.0091622,17/5/2016,1.13134,17/5/2016,1.44631
18/5/2016,0.152891,18/5/2016,0.0090749,18/5/2016,1.12164,18/5/2016,1.4599
19/5/2016,0.152802,19/5/2016,0.0090938,19/5/2016,1.12027,19/5/2016,1.46114
20/5/2016,0.152756,20/5/2016,0.0090792,20/5/2016,1.12235,20/5/2016,1.45025
23/5/2016,0.152574,23/5/2016,0.0091547,23/5/2016,1.12203,23/5/2016,1.4484
24/5/2016,0.152511,24/5/2016,0.0090916,24/5/2016,1.1141,24/5/2016,1.46355
25/5/2016,0.152576,25/5/2016,0.0090749,25/5/2016,1.11548,25/5/2016,1.46965
26/5/2016,0.152488,26/5/2016,0.0091102,26/5/2016,1.11939,26/5/2016,1.46703
27/5/2016,0.152369,27/5/2016,0.0090657,27/5/2016,1.11145,27/5/2016,1.46232
30/5/2016,0.151853,30/5/2016,0.0089994,30/5/2016,1.11382,30/5/2016,1.46402
31/5/2016,0.151925,31/5/2016,0.0090307,31/5/2016,1.11319,31/5/2016,1.44825
1/6/2016,0.152089,1/6/2016,0.0091291,1/6/2016,1.11885,1/6/2016,1.4416
2/6/2016,0.151858,2/6/2016,0.0091853,2/6/2016,1.11508,2/6/2016,1.4423
3/6/2016,0.15263,3/6/2016,0.0093867,3/6/2016,1.1367,3/6/2016,1.45176
6/6/2016,0.152486,6/6/2016,0.0092979,6/6/2016,1.13549,6/6/2016,1.44416
7/6/2016,0.152217,7/6/2016,0.0093135,7/6/2016,1.1358,7/6/2016,1.45448
8/6/2016,0.152425,8/6/2016,0.0093468,8/6/2016,1.13951,8/6/2016,1.4504
9/6/2016,0.152354,9/6/2016,0.009337,9/6/2016,1.13161,9/6/2016,1.44585
10/6/2016,0.152161,10/6/2016,0.0093476,10/6/2016,1.12511,10/6/2016,1.4257
13/6/2016,0.151932,13/6/2016,0.0094106,13/6/2016,1.12923,13/6/2016,1.42701
14/6/2016,0.151607,14/6/2016,0.0094243,14/6/2016,1.12071,14/6/2016,1.41145
15/6/2016,0.151994,15/6/2016,0.009433,15/6/2016,1.12595,15/6/2016,1.42045
16/6/2016,0.151792,16/6/2016,0.0095916,16/6/2016,1.1225,16/6/2016,1.42035
17/6/2016,0.151893,17/6/2016,0.009603,17/6/2016,1.1277,17/6/2016,1.43575
20/6/2016,0.151983,20/6/2016,0.0096207,20/6/2016,1.1314,20/6/2016,1.46979
21/6/2016,0.151681,21/6/2016,0.0095459,21/6/2016,1.12421,21/6/2016,1.4652
22/6/2016,0.152156,22/6/2016,0.0095774,22/6/2016,1.12965,22/6/2016,1.47075
23/6/2016,0.151966,23/6/2016,0.0094208,23/6/2016,1.13849,23/6/2016,1.4877
24/6/2016,0.151012,24/6/2016,0.0097867,24/6/2016,1.11173,24/6/2016,1.36791
27/6/2016,0.150267,27/6/2016,0.0098041,27/6/2016,1.10248,27/6/2016,1.32248
28/6/2016,0.150332,28/6/2016,0.0097319,28/6/2016,1.1065,28/6/2016,1.33439
29/6/2016,0.150709,29/6/2016,0.009725,29/6/2016,1.11248,29/6/2016,1.34286
30/6/2016,0.150568,30/6/2016,0.0096915,30/6/2016,1.11064,30/6/2016,1.33114
1/7/2016,0.150231,1/7/2016,0.0097531,1/7/2016,1.11365,1/7/2016,1.32675
4/7/2016,0.149939,4/7/2016,0.0097529,4/7/2016,1.11544,4/7/2016,1.32871
5/7/2016,0.149729,5/7/2016,0.0098296,5/7/2016,1.10761,5/7/2016,1.3022
6/7/2016,0.149421,6/7/2016,0.0098705,6/7/2016,1.11001,6/7/2016,1.29312
7/7/2016,0.149669,7/7/2016,0.0099241,7/7/2016,1.10627,7/7/2016,1.29084
8/7/2016,0.14952,8/7/2016,0.0099453,8/7/2016,1.10505,8/7/2016,1.29545
11/7/2016,0.149337,11/7/2016,0.0097272,11/7/2016,1.1058,11/7/2016,1.29978
12/7/2016,0.149656,12/7/2016,0.0095525,12/7/2016,1.10605,12/7/2016,1.32466
13/7/2016,0.149551,13/7/2016,0.0095713,13/7/2016,1.109,13/7/2016,1.31468
14/7/2016,0.14966,14/7/2016,0.0094923,14/7/2016,1.11197,14/7/2016,1.33427
15/7/2016,0.149423,15/7/2016,0.0095376,15/7/2016,1.10345,15/7/2016,1.31917
18/7/2016,0.149229,18/7/2016,0.0094202,18/7/2016,1.10755,18/7/2016,1.32555
19/7/2016,0.149314,19/7/2016,0.0094232,19/7/2016,1.10212,19/7/2016,1.31106
20/7/2016,0.149744,20/7/2016,0.0093559,20/7/2016,1.10149,20/7/2016,1.32083
21/7/2016,0.149826,21/7/2016,0.0094502,21/7/2016,1.10263,21/7/2016,1.32327
22/7/2016,0.149658,22/7/2016,0.0094239,22/7/2016,1.09773,22/7/2016,1.31094
25/7/2016,0.149808,25/7/2016,0.0094511,25/7/2016,1.0995,25/7/2016,1.31397
26/7/2016,0.149878,26/7/2016,0.0095574,26/7/2016,1.09865,26/7/2016,1.31304
27/7/2016,0.149712,27/7/2016,0.0094883,27/7/2016,1.10585,27/7/2016,1.3223
28/7/2016,0.150258,28/7/2016,0.0094997,28/7/2016,1.10767,28/7/2016,1.31635
29/7/2016,0.150641,29/7/2016,0.0097981,29/7/2016,1.11742,29/7/2016,1.32299
1/8/2016,0.150564,1/8/2016,0.0097664,1/8/2016,1.11625,1/8/2016,1.31789
2/8/2016,0.150962,2/8/2016,0.0099116,2/8/2016,1.12238,2/8/2016,1.33567
3/8/2016,0.150781,3/8/2016,0.0098774,3/8/2016,1.11494,3/8/2016,1.33253
4/8/2016,0.150573,4/8/2016,0.0098799,4/8/2016,1.11295,4/8/2016,1.31072
5/8/2016,0.150295,5/8/2016,0.0098216,5/8/2016,1.10861,5/8/2016,1.30725
